# 第一順位：識字,,
技,わざ,
侘び,わび,
止す,よす,
貼る,はる,
利子,りし,
利息,りそく,
陸地,りくち,
旅費,りょひ,
履歴,りれき,
世論,よろん,
臨時,りんじ,
類似,るいじ,
煉瓦,れんが,
老後,ろうご,
浪費,ろうひ,
録画,ろくが,
論理,ろんり,
競う,きそう,
災い,わざわい,
朗読,ろうどく,
隣人,りんじん,
落第,らくだい,
略す,りゃくす,
漁師,りょうし,
累計,るいけい,
冷凍,れいとう,
領事,りょうじ,
林業,りんぎょう,
流域,りゅういき,
良質,りょうしつ,
領収,りょうしゅう,
私事,わたくしごと,
＊＊綿,わた,
＊予防,よぼう,
＊蝋燭,ろうそく,
詫びる,わびる,
寄越す,よこす,
類義語,るいぎご,
割り込む,わりこむ,
割り引く,わりびく,
良し悪し,よしあし,
呼び捨て,よびすて,
呼び掛ける,よびかける,
若々しい,わかわかしい,
弱々しい,よわよわしい,
弱まる・弱める,よわまる,
,,
,,
# 第二順位：組合動詞,,
読み＋取る,"1. スマホでQRコードを読み取ってください。
2. 彼の表情から本音を読み取った。","1. scan (v.)
2. read (v.)"
(割り1/2) 割り＋込む,"1. 列に割り込まないでください。
2. 話の途中で割り込まないで。","1. cut in line
2. interrupt (v.)"
(割り2/2) 割り＋引く,割り引くて安く売る。,discount (v.)
(呼び1/4) 呼び＋掛ける,"1. 大声で呼びかける。
2. 平和を呼びかける。","1. call (v.)
2. call for (phrv.)"
(呼び2/4) 呼び＋捨て,人を呼び捨てにする。,
(呼び3/4) 呼び＋出す,,
(呼び4/4) 呼び＋止める,警官に呼び止められた。,stop (v.) ( + someone )
,,
,,
# 第三順位：No Memories,,
世論,世論が高まる。,= 輿論
領収,代金は確かに領収いたしました。,receive (v.) ( + money )
履歴,「履歴書」／履歴を記(しる)す。,experience (n.) / resume (n.)
連想,雪と言えば雪を連想する。,associate (v.)
侘び,侘びの美を感じさせる庭園だ。,tranquil simplicity (n.)
録画,「録画中継」,recording (n./v.)
論理,「発展の論理」,logic (n.)
レンガ,「赤レンガ」／「レンガ造り」,brick (n.)
＊よこす,手紙をよこす。／使いをよこす。,send (v.)
良し悪し,「物の良し悪し」,good and bad
弱々しい,「弱々しい声」,weak (a.)
呼び捨て,人を呼び捨てにする。,ー
割り引く,割り引くて安く売る。,discount (v.)
若々しい,「若々しい笑顔」,lively (a.) / young (a.)
(論じる2/2),文学を論じる。,illustrate (v.)
利子・利息,利子を付けて返す。／利息を付けない。,interest (n.)
呼び止める,警官に呼び止められた。,stop (v.) ( + someone )
(＊読み取る1/2),スマホでQRコードを読み取ってください。,scan (v.)
(＊読み取る2/2),彼の表情から本音を読み取った。,read (v.)
(＊割り込む1/2),列に割り込まないでください。,cut in line
(　割り込む2/2),話の途中で割り込まないで。,interrupt (v.)
(呼び掛ける1/2),大声で呼びかける。,call (v.)
(呼び掛ける2/2),平和を呼びかける。,call for (phrv.)
＊＊＊＊ふんだんに,時間はふんだんにある。,amply (ad.) / abundantly (ad.)
,,
,,
# 第四順位：Some Memories,,
技,技を磨く。／技を競う。,
止す,止せ！,
予防,火災を予防する。,
落第,落第した。,
領事,「領事館」／「新しい領事」,
良質,「良質の米」,
林業,,
臨時,「臨時ニュース」／「臨時休業」,
累計,「累計七千万人」,
類似,「類似した事件」,
冷凍,「冷凍食品」,
老後,「老後の生活」,
類義語,類義語とともに覚える。,
呼び出す,呼び出して何のつもり？,
(論じる1/2),是非を論じる。,
弱まる／弱める,風が弱まる。／体力が弱まる。／火を弱める。,
,,
,,
# 第五順位: 外來語,,
ヨット,「ヨットハーバー」,yacht (n.)
ラベル,ラベルを貼る。,label (n.)
レジ袋,ー,= plastic bag
レンガ,ー,漢字：煉瓦
ローン,「住宅ローン」／巨大のローンを抱える。,loan (n.)
＊レタス,ー,lettuce (n.)
ロッカー,「コインロッカー」／「ロッカールーム」,locker (n.)
リストラ,金融危機でリストラされた。,lay off (phrv.)
リハビリ,「リハビリセンター」,rehabilitation (n.)
＊レジャー,「レジャー産業」,leisure (n.)
レントゲン,レントゲン写真を撮る。,= X-rays
,,
,,
,,
,,
,,
,,
# 第六順位：words with sequential voicing (Rendaku) phenomena,,
両替,,
割り引く,,
,,
,,
# 第七順位（末位）：prefixal/suffixal words,,
～寄り・～より,「南寄りの風」／「右寄りの考え」,
