# 第一順位：識字,,
琴,こと,
漕ぐ,こぐ,
小声,こごえ,
古今,ここん,
小銭,こぜに,
殊に,ことに,
腰掛,こしかけ,
＊拘る,こだわる,
＊穀物,こくもつ,
焦がす,こがす,
零れる,こぼれる,
細やか,こまやか,
堪える,こらえる,
拵える,こしらえる,
早寝早起き,はやねはやおき,
,,
,,
# 第二順位：組合動詞,,
,,
,,
# 第三順位：No Memories,,
こたつ,「こたつ布団」,"kotatsu(n.), Artoria's cradle"
堪える,涙を堪える。,hold back (phrv.)
こぐ1/2,自転車をこぐ。,
こぐ2/2,舟をこぐ。／スイングをこぐ。,
腰掛1/2,庭に腰掛を置いて、休めるようにした。,chair(n.)
腰掛2/2,彼はその会社を腰掛のつもりで入ったらしい。,temporary stay(n.)
こつこつ,こつこつと研究を続ける。,diligently(ad.)
言付ける,先生によろしくとご両親に言付けてください。,
零れる2/2,本音が零れた。／笑みが零れた。,≈ unveil?(v.)
こもる1/2,家にこもる。／一週間部屋にこもっていた。,stay in
こもる2/2,湿気がこもっている。／強い思いがこもっていた。,fill with (phrv.)
こなす1/3,彼は五カ国語を自由にこなす。,be fluent/skillful in
こなす2/3,毎日大量の仕事をこなしている。,work/deal with(phrv.)
こなす3/3,この薬を飲めば、食べ物をうまくこなせます。,digest(v.)
心掛け(る)1/2,心掛けがいい。／普段の心掛けのお陰様で、成功した。,attitude(n.)
心掛け(る)2/2,規律正しい生活を心掛けている。,try(v.)
こしらえる1/2,服をこしらえる。／夕飯をこしらえる。,make(v.)
こしらえる2/2,旅行の費用をなんとかこしらえた。,scrape together(v.)
,,
,,
# 第四順位：Some Memories,,
事柄,「重大な事柄」,
焦がす,料理を焦がした。／身を焦がしている。,
細やか,「細やかな説明」,
零れる1/2,コップの水が零れた。／涙が零れる。,
,,
,,
# 第五順位: 外來語,,
コーラス,ー,chorus
,,
,,
# 第六順位：words with sequential voicing (Rendaku) phenomena,,
小声,,
心掛け,,
言付ける,,
,,
,,
# 第七順位（末位）：prefixal/suffixal words,,
～ごと,六時間ごとに薬を飲む。,every ~
～込む2/2,「煮込む」／「考え込む」,deeply(ad.)
～こなす,「使いこなす」,easily(ad.)
